id,id2,group,pubauthor,pubeditor,pubeditor_type,pubdate,pubtitle,volume,pubshort,staff,publisher,pubplace,series,pp,size,isbn,issn,remark
"588","2.17.1/11","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","HADROVICS László & NYOMÁRKAY István",–,–,"2003, vtlan leny. 2004","Magyar–horvát kisszótár. Mađarsko–hrvatski rječnik.",–,–,"Vezető szerk.: BERKÁNÉ DANESCH Marianne. Lektorok: Mateo ŽAGAR, Orsolya             SZENTESI-ŽAGAR, BARICS Ernő","Akadémiai Kiadó","Budapest",–,"580 pp.","14 cm. 26 100 címszó","ISBN 9630578786",–,–
"589","2.17.1/12","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.1. Általános, köznyelvi szótárak","MIHAJLOVIĆ, Ivo",–,–,"2003","Magyar–horvát zsebszótár. Mađarsko–hrvatski džepni rječnik.",–,–,"Szerk.: Andrea BÉCSI-MIHAJLOVIĆ. Lektor: Milutin BUNČIĆ-LUCAS","Libertas Publishing","s",–,–,–,"ISBN 9632105362",–,"l. 399 pp. 30 000 címszó."
"590","2.17.2.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.2. Speciális szótárak # 2.17.2.1. Nyelvtörténeti szótárak","NYOMÁRKAY István",–,–,"1996","Sprachhistorisches Wörterbuch des Burgenlandkroatischen mit einem rückläufigen             Verzeichnis der titelwörter.",–,–,"Mitarbeiter: Zita BENKOVICS, Ildikó KÁLMÁN, Péter SZEDLAY, Ágnes VÖRÖS",–,–,–,"IX+424 pp.","19 cm.","ISBN 963057392X",–,"Akadémiai Kiadó / Wissenschaftliches Institut der Burgenländischen Kroaten."
"591","2.17.2.2/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.2. Speciális szótárak # 2.17.2.2. Útiszótárak","VUJICSICS D. Sztoján",–,–,"1967, 1979/2","Szerbhorvát–magyar, magyar–szerbhorvát útiszótár.",–,–,–,"Terra","Budapest",–,"224 pp.","14 cm.",–,–,"a magyar szóanyag HAVAS Lívia Magyar–francia útiszótárának alapján készült."
"592","2.17.2.2/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.2. Speciális szótárak # 2.17.2.2. Útiszótárak","SURÁNYI Magda",–,–,"1982, 1989/2","Magyar–szerbhorvát / Szerbhorvát–magyar útiszótár.",–,–,–,"Terra","Budapest",–,"291+269 pp.","14 cm.","ISBN 9632052374 (1989/2/)",–,–
"593","2.17.2.2/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.2. Speciális szótárak # 2.17.2.2. Útiszótárak","SADIKOVIĆ-ŠUBAT, Snežana",–,–,"2004","PONS Last Minute Útiszótár horvát. Útiszótár és nyelvkalauz. [A belső címlapon:             PONS Last Minute horvát útiszótár]",–,–,"Fordította: TÓTH Ákos. Lektor: Detelicsné Kecskés Klára","Klett Kiadó Kft.","Budapest",–,"252 pp.","11 cm. 2500 címszó","ISBN 9639572101",–,"A Last Minute Sprachführer magyar változata. Ernst Klett Sprachen,             Stuttgart."
"594","2.17.2.2/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.2. Speciális szótárak # 2.17.2.2. Útiszótárak",–,"VERES Marietta","szerk.","2004","Magyar-horvát / Horvát-magyar útiszótár. [A belső címlapon: Útiszótár –             Magyar-horvát, Horvátmagyar. Putni rječnik Mađarsko-hrvatski             hrvatsko-mađarski.]",–,–,"Vezető szerk.: KISÉRY István","Akadémiai Kiadó","Budapest",–,"632 pp.","12 cm.","ISBN 9630581388",–,–
"595","2.17.2.2/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.2. Speciális szótárak # 2.17.2.2. Útiszótárak",–,–,–,"2010","Magyar–horvát audio útiszótár",–,–,–,"Akadémiai Kiadó","Budapest",–,"36 pp.","600 szó és mondat","ISBN 9789630588072",–,"20 fejezet, az alapfokú horvát nyelvű társalgáshoz szükséges szókincs."
"596","2.17.2.3/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.2. Speciális szótárak # 2.17.2.3. Egyéb szótárak","ÐURO Blazeka & NYOMÁRKAY István & RÁCZ Erika",–,–,"2009","Mura menti horvát tájszótár. Rječnik pomurskih Hrvata.",–,–,–,"Tinta Kiadó","Budapest","Segédkönyvek a nyelvészet tanulmányozásához 95","400 pp.","24 cm.","ISBN 9789639902190",–,–
"597","2.17.3/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.17. HORVÁT–MAGYAR, MAGYAR–HORVÁT; SZERBHORVÁT–MAGYAR, MAGYAR–SZERBHORVÁT # 2.17.3. Elektronikus szótárak",–,–,–,"1997","Horvát–magyar kéziszótár",–,–,"Szerk.: HADROVICS László, NYOMÁRKAY István","Akadémiai Kiadó / MorphoLogic","Budapest",–,–,–,–,–,"MoBiDic kétnyelvű szótárak."
"598","2.18/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.18. IZLANDI–MAGYAR, MAGYAR–IZLANDI","SCHÜTZ J. István",–,–,"1994","Szószedet. Orđasafn.",–,–,"Lektor: Jón G. FRIĐJÓNSSON","BookSchütz Bt.","Budapest",–,"19 pp.","kb. 1700 címszó",–,–,"in: SCHÜTZ J. István: Sæmundur á selnum, izlandi nyelvkönyv kezdőknek. Egyetemi             jegyzet."
"599","2.18/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.18. IZLANDI–MAGYAR, MAGYAR–IZLANDI","SCHÜTZ J. István",–,–,"1994","Nyelvészeti szakkifejezések és rövidítések: Izlandi–magyar szójegyzék. Hugtök og             heiti í íslenskri málfræđi: Íslensk–ungverskt orđasafn. – Skammstafanir.",–,–,"Tanácsadó: NÁDASDY Ádám. Lektor: Jón G. FRIĐJÓNSSON",–,–,–,"9 pp.","Kb. 650 címszó",–,–,"BookSchütz Bt., Budapest, in: Izlandi alaktan. Íslensk beygingardæmi. Egyetemi             jegyzet."
"600","2.19/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","METZGER Nándor & a Tókiói Magyar Királyi Követség tolmácstitkára & a Petőfi Társaság tagja",–,–,"1945","Nagy Magyar–Japáni Szótár. A Budapesti Kőrösi Csoma Társaságnak ajánlva. Kó-Nicsi             Daidzsiten.",–,–,–,–,–,–,"452 pp.","Kb. 12 000 címszó",–,–,"A „Keletázsiai Magyarság” Kiadása, Kjószeisa, Tókió. I. A-Hálálkodás. a folytatás             nem készült el."
"601","2.19/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","IMAOKA Juichiró",–,–,"1973","Magyar–japán szótár. Hangarigo Dzsiten.",–,–,–,"Nikkó-Bunka-Kyókai","Tókyó",–,"916 pp.",–,–,–,–
"602","2.19/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","KUBO Josimicu",–,–,"1978","Magyar szójegyzék. I. Magyar–japán–(angol) II. Japán–magyar. Hangarigo tangosú. I.             Hangarigo–nihongo–(eigo) II. Nihongo–hangarigo.",–,–,–,"Tairjúsa","Tokió",–,"74 pp.","Kb. 3600 címszó","ISBN 4884701623. Megj.: Melléklet: magyar nyelvtani táblázatok; a magyar a világ             nyelvei között.",–,–
"603","2.19/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","KUBO Josimicu",–,–,"1984","Hangarígo sódzsiten.",–,–,–,"Tairjúsa","Tokió",–,–,–,"ISBN 4884701763",–,–
"604","2.19/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","IWASZAKI ECUKO Aszacu & KESZTYŰS Erzsébet",–,–,"1984, 1985/2/, 1995/3","Hangarígo kiszo 1500 go.",–,–,–,"Daigaku Sorin","Tokió",–,"276 pp.","Kb. 1500 címszó","ISBN 4475010934 (1984)",–,–
"605","2.19/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","KUBO Josimicu",–,–,"1985, 1996/2","Hangarígo tangosú – Hangarígo njúmon.",–,–,–,"Tairjúsa","Tokió",–,"115 pp.",–,"ISBN 4884705106",–,–
"606","2.19/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","KÓS Péter",–,–,"1994","Japán írásjegyek (kandzsik) memorizálási szótára. Hangarídzsin no tame ni             oboejaszuki kandzsi dzsiten.",–,–,"Munkatársak: EMMER Rita, VARGA Szabolcs. Lektor: HIDASI Judit. Anyany. lektor: YAMADA             Keiko","Külkereskedelmi Főiskola","Budapest","Keleti Füzetek","380 pp.",–,–,–,"Mnemotechnikai segédkönyv az 1850 kandzsi (ún. Tójó-kandzsi) olvasatainak,             jelentéseinek, néhány összetételének memorizálásához. A függelékben visszakeresési             kódokkal."
"607","2.19/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","KONDO Masanori & SATO Noriko & SZÉKÁCS Anna",–,–,"1994","Kanji-gyűjtemény kezdőknek. Shoshonsha no tame no kanjihyou.",–,–,"Lektor: SOMA Shoko","Külkereskedelmi Főiskola","Budapest","Keleti Füzetek","68 pp.",–,–,–,–
"608","2.19/9","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","HADAMITZKY, Wolfgang & KAZÁR Lajos",–,–,"1995, 1997/2","Kandzsi és kana. A japán írásrendszer kézikönyve és szótára. Kanji to             kana.",–,–,"Szerk.: KLAUDY Kinga. Lektor: JANÓ István. Anyany. lektor: SENGA Tóru","Scolastica Kiadó","Budapest",–,"383 pp.","Kb. 2000 címszó","ISBN 963852811",–,"készült Wolfgang Hadamitzky: Langescheidts Handbuch und Lexikon der Japanische             Schrift c. műve (1980) alapján."
"609","2.19/10","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","BÁNYAI Mónika & BAZSÓ Edit & KONDO Masanori & NAGY Balázs & VALKÓNÉ CHONG Mooi",–,–,"1997","Japán–magyar kisszótár. Nihongo shoujiten.",–,–,"Lektorok: HIDASI Judit, SZÉKÁCS Anna. Anyany. lektor: SATO Noriko. Tanácsadó: SAKUMA             Katsuhiko","Külkereskedelmi Főiskola","Budapest","Keleti Füzetek","136 pp.",–,–,"ISSN 1219-8676.","példamondatokkal, nyelvtani magyarzatokkal, táblázatokkal."
"610","2.19/11","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","KUBO Josimicu",–,–,"1997","Hangarígo sódzsiten.",–,–,–,"Tairjúsa","Tokió",–,"295 pp.",–,"ISBN 4812102103",–,–
"611","2.19/12","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","GY. HORVÁTH László",–,–,"1999","Japán kulturális szótár.",–,–,–,"Corvina Kiadó","Budapest",–,"340 pp.","24 cm.","ISBN 9631347567",–,–
"612","2.19/13","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","VARGA István",–,–,"1999, 2000/2/, 2001/3","Japán–magyar szótár. Nihongo–hangarigo dzsiten.",–,–,"Anyany. lektor: GOTO Fumiyo","Print Shop Kft.","Szeged",–,"644 pp.","Kb. 20000 címszó alkalmazási példákkal","ISBN 9638608617 (2000/2/)",–,"Magyarázó jegyzetek a japán írásrendszerről, a kiejtésről, a japán beszédstílusról,             a japán nyelvtan sajátosságairól kezdőknek, a hónap napjai japánul. A szótár 2. és 3.             kiadása a szegedi Gold Bridge Publisher kiadásában jelent meg."
"613","2.19/14","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","VARGA István",–,–,"2001","Magyar–japán szótár.",–,–,–,"Gold Bridge Publisher","Szeged",–,"954 pp.","Kb. 22 000 címszó, 3000 példamondat",–,–,"Melléklet: japán állami ünnepek, tiszteleti kifejezések, a japán számrendszer,             iskolarendszer, időszámítás."
"614","2.19/15","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","IMAOKA Juichiró",–,–,"2001","Magyar–japán szótár. Hangarigo dzsiten.",–,–,–,"Daigaku Sorin","Tokió",–,"1134 pp.","Kb. 55 000 címszó","ISBN 4475001471",–,"az 1973-as kiadás javított változata."
"615","2.19/16","2. KÉTNYELVŰ SZÓTÁRAK # 2.19. JAPÁN–MAGYAR, MAGYAR–JAPÁN","VARGA István",–,–,"2002","Japán-magyar szótár.",–,–,–,"Gold Bridge Publisher","Szeged",–,"426 pp.","14 cm. 20 000 címszó, 6000 szókapcsolat","ISBN 9638608676",–,"Officina Nyomda."
"616","2.20/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.20. JIDDIS–MAGYAR, MAGYAR–JIDDIS","BLAU Henrik & LÁNG Károly",–,–,"1941","Szájról–szájra. Magyar–jiddis szógyűjtemény. A zsidó templomi és magánéletben             használatos héber szavak, általánosan alkalmazott rövidítések, valamint jiddis (zsargon)             kifejezéseknek, kiszólások[sic!]",–,–,"és közmondásoknak betűsoros jegyzéke és magyarázata. Pápa",–,–,–,"68+13 pp.","18 cm.",–,–,"Chábád Lubavics Zsidó Nevelési és Oktatási Egyesület, Budapest. Hasonmás kiadás.             ISBN 9637533044."
"617","2.21/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.21. KATALÁN–MAGYAR, MAGYAR–KATALÁN","FALUBA Kálmán & MORVAY Károly",–,–,"1990","Diccionari català–hongarès. Katalán–magyar kéziszótár.",–,–,–,"Enciclopèdia Catalana","Barcelona",–,"619 pp.","21 cm.","ISBN 8477390622",–,"Diccionaris Enciclopèdia Catalana. magyar nyelvű vázlatos katalán nyelvtannal 7–36.             old."
"618","2.21/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.21. KATALÁN–MAGYAR, MAGYAR–KATALÁN","FALUBA Kálmán & MORVAY Károly",–,–,"1996","Diccionari hongarès–català. Magyar–katalán kéziszótár.",–,–,–,"Lektorok: Ignasi BOU PALMÉS","SZIJJ Ildikó",–,"LVII+733 pp.","21 cm.","ISBN 8441225842",–,"Enciclopèdia Catalana, Barcelona. Diccionaris de l’Enciclopèdia Catalana. katalán             nyelvű vázlatos magyar nyelvtannal XXI–LII."
"619","2.22/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.22. KÍNAI–MAGYAR, MAGYAR–KÍNAI","BARTOS Huba & HAMAR Imre",–,–,"1998, jav.: 2001/2","Kínai–magyar szótár.",–,–,"Munkatárs: KISS János. Lektor: JÓZSA Sándor","Balassi Kiadó","Budapest",–,"888 pp.","21 cm. 3750 írásjegy-címszó, 8000 összetett címszó","ISBN 9635062427",–,–
"620","2.23/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.23. KOREAI–MAGYAR, MAGYAR–KOREAI","SÖVÉNY Aladár",–,–,"1957","Magyar–koreai szótár.",–,–,"Szerk.: SZEN BU KJONG, KIM IN JON, KIM SZOK BOK, HAN ÜNG IL","Akadémiai Kiadó","Budapest",–,"820 pp.","21 cm. Kb. 23 000 címszó",–,–,"Lektor: KIM BJON CE."
"621","2.24/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","SZENCZI MOLNÁR Albert",–,–,"1604","Dictionarium Latino–Ungaricum. Dictionarium Ungarico–Latinum.",–,–,–,"Nürnberg","1604",–,–,–,–,–,"2. kiad. 1611, 3. kiad. 1621. A szerző halála (1633) utáni kiad. 1644–45             (Frankfurt), 1708 (Nürnberg). Fakszimile kiad. IMRE Mihály kísérő tanulmányával.             Bibliotheca Hungarica Antiqua XXV. 1990. SZENCI írásmóddal is."
"622","2.24/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","PÁPAI PÁRIZ Ferenc",–,–,"1708","Dictionarium Latino–Hungaricum et Hungarico–Latino–Germanicum.",–,–,–,"Hasonmás kiadás: Universitas Könyvkiadó","Budapest",–,"404+12 pp.","24 cm.","ISBN 9638523190",–,"1995. PÁPAI PÁRIZ Ferenc szótárának első kiadása 1708-ban jelent meg. Jelen kiadás a             BOD Péter által bővített 1767. évi kiadás fakszimiléje."
"623","2.24/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","FINÁLY Henrik",–,–,"1884","A latin nyelv szótára. A kútfőkből a legjobb és legújabb szótárorodalomra             támaszkodva. Latin–magyar.",–,–,–,"Franklin Társulat","Budapest",–,"XII+2134 pp.","24 cm.",–,–,"Editio Musica reprint kiadása, 1991. ISBN 9633307031."
"624","2.24/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","BURIÁN János",–,–,"1899, 1907/2/, vtlan leny.: 1937, jav. átdolg.: 1943/3/,             1944","Magyar–latin szótár. A középiskolák használatára.",–,–,–,"Franklin-Társulat","Budapest",–,"975 pp.","19 cm.",–,–,"A 3. jav. és lényegesen bőv. kiadást (1943) átdolgozta: ÉDES Jenő."
"625","2.24/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","BURIÁN János",–,–,"1902, jav., lényegében vtlan kiad.: 1909/2/, jav.:                 1937/2/, jav., átdolg. és lényegesen bőv. kiad.: 1941/3/,             vtlan leny.: 1943","Latin–magyar szótár. A középiskolák használatára.",–,–,"Átdolg.: ÉDES Jenő","FranklinTársulat","Budapest",–,"847 pp. Az 1941/3/, 1943/3/: 887 pp.","19 cm.",–,–,"2. jav. kiad. 1937. Az ÉDES Jenőtől átdolg kiad. 1941-ben jelent meg, utánnyomása             1943-ban."
"626","2.24/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","ESZTERGOMI F. & KIRÁLY Rudolf",–,–,"1946","Latin–magyar zsebszótár. I. rész: Latin–magyar.",–,–,–,"Athenaeum","Budapest",–,"412 pp.","15 cm.",–,–,–
"627","2.24/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","GYÖRKÖSY Alajos",–,–,"1956, vtlan leny.: 1960/2/, 1963/3/,             1970/4/, 1973/5/, 1978/6/, 1982/7/,                 1984/8/, 1986/9/, 1989/10/,                 1994/11","Latin–magyar szótár. Dictionarium latino–hungaricum.",–,–,"Munkatárs: SZILY Ernő","Akadémiai Kiadó","Budapest",–,"VIII+616 pp.","18 cm. Kb. 25 000 címszó","ISBN 9630552752 (1994/11/)",–,"az 1970/4/ kiadás munkatársai: BÖDEY József, SZILY Ernő, ZIGÁNY             Judit."
"628","2.24/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","GYÖRKÖSY Alajos",–,–,"1960, vtlan leny.: 1972/2/, 1975/3/,             1982/4/, 1984/5/,             1989/6/,1994/8","Magyar–latin szótár. Dictionarium hungaro–latinum.",–,–,–,"Akadémiai Kiadó","Budapest",–,"VIII+1160 pp.","18 cm. Kb. 45 000 címszó","ISBN 9630552760 (1989/6/)",–,–
"629","2.24/9","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","GYŐRI Gyula",–,–,"1988","Nota bene! Latin kifejezések, elnevezések magyarázatokkal.",–,–,"Lektor: ADAMIK Tamás, SZŐKE Ágnes","Tankönyvkiadó","Budapest",–,"191 pp.","19 cm.","ISBN 9631838455",–,"Ariadné könyvek,"
"630","2.24/10","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN","TEGYEY Imre",–,–,"1992, 1999","Latin–magyar diákszótár.",–,–,"Munkatársak: BERTICH Éva, DARAB Ágnes, HERCZEG Bernadett, SZILÁGYI Ilona. Átnézte:             BORONKAI S. Ágnes","Akadémiai Kiadó","Budapest",–,"392 pp.","17 300 címszó, 41 000 szótári adat","ISBN 963057411X",–,"Az 1992-es első kiadás címe: Latin–magyar zsebszótár. ISBN 9630560968."
"631","2.24/11","2. KÉTNYELVŰ SZÓTÁRAK # 2.24. LATIN–MAGYAR, MAGYAR–LATIN",–,"TEGYEY Imre","szerk","2005","Magyar-latin diákszótár.",–,–,"Vezető szerk.: THIMAR Márta","Akadémiai Kiadó","Budapest",–,"496 pp.","20 cm. 30 000 szótári adat","ISBN 9630582279",–,"a mai magyar nyelv a klasszikus auktorok alapján; a nyelvhasználatot szemléltető             számos kifejezés, az igei vonzatok részletes bemutatása."
"632","2.25.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.25. LENGYEL–MAGYAR, MAGYAR–LENGYEL # 2.25.1. Általános, köznyelvi szótárak","CSORBA Tibor",–,–,"1958, függelékkel bőv.: 1985/2","Lengyel–magyar szótár. Słownik polsko–węgierski.",–,–,"Főmunkatárs: Witold DOROSZEWSKI. Munkatársak: Jan DĄBROWSKI, Jan REYCHMAN, Eugeniusz             SŁUSZKIEWICZ, Zdzistaw STIEBER. Lektor: J. REYCHMAN, Z. LOSAN, Z. LEMPICKA, J. MALLY, H.             SZKIŁĄDZ. Sajtó alá rendezte: SKRIPECZ Sándor","Akadémiai Kiadó","Budapest",–,"XXIII+976 pp. (1985/2/: 1059 pp.","24 cm. Kb. 80 000 címszó","ISBN 9630538547",–,")"
"633","2.25.1/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.25. LENGYEL–MAGYAR, MAGYAR–LENGYEL # 2.25.1. Általános, köznyelvi szótárak","VARSÁNYI István",–,–,"1958, 1963/2/, 1966/3/, 1976/4/,                 1981/5/, 1988/6","Lengyel–magyar szótár.",–,–,"Munkatárs: HARY Judit","Terra","Budapest","Kisszótár sorozat","XVI+784 pp.","14 cm. Kb. 24 000 címszó, 1200 szókapcsolat","ISBN 9632052331 (1988/6/)",–,–
"634","2.25.1/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.25. LENGYEL–MAGYAR, MAGYAR–LENGYEL # 2.25.1. Általános, köznyelvi szótárak","VARSÁNYI István",–,–,"1959, 1963/2/, 1966/3/, 1976/4/, 19815,                 1988/6","Magyar–lengyel szótár.",–,–,–,"Terra","Budapest","Kisszótár sorozat","928 pp.","14 cm. Kb. 32 000 címszó, 8000 szókapcsolat","ISBN 9632052323 (1986)",–,–
"635","2.25.1/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.25. LENGYEL–MAGYAR, MAGYAR–LENGYEL # 2.25.1. Általános, köznyelvi szótárak","HAVAS Lívia & SKRIPECZ S. & VARSÁNYI István",–,–,"1964, 1965/2","Magyar–lengyel, lengyel–magyar zsebszótár.",–,–,–,"Terra / WP","Budapest / Warsawa",–,"304+36+272 pp.","15 000+15 000 címszó",–,–,–
"636","2.25.1/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.25. LENGYEL–MAGYAR, MAGYAR–LENGYEL # 2.25.1. Általános, köznyelvi szótárak","REYCHMAN, Jan",–,–,"1968, 1980/2","Magyar–lengyel szótár. Słownik węgiersko–polski.",–,–,"Szerk.: CSAPLÁROS I., POBOZNIAK T., SZAUDER J., WARKAŁŁO W. Munkatársak: M. CISEWSKA,             M. JANCZARA, A. KRAWCZYKIEWICZ, H. KUŹNIARSKA, H. LISEWSKA, A. MAZURKIEWICZ. Lektorok:             P. BOHARCZYK, CSAPLÁROS I., E. ŁAWNIK, E. MROCZKO. Magyar nyelvi szempontból: SKRIPECZ             S., STELCZER Á., VARSÁNYI I. Magyar nyelvtant összeáll.: E. MROCZKO","Akadémiai Kiadó / Państwowe Wydawnictwo „Wiedza Powszechna”","Budapest / Warszawa",–,"LIII+1234 pp. (1980/2/: 1980 pp.","Kb. 140 000 címszó","ISBN 8321401155, ISBN 9630520850 (1980/2/)",–,")"
